,名稱,分類,上映日期,劇情介紹
222,蝸牛之家,懸疑/驚悚,2021-09-03,反轉再反轉！虛實交錯、腦洞大開的燒腦之作寫作生涯遇到瓶頸的作家安東尼奧獨自來到位在深山中的小鎮，在那裡租下一棟豪宅，打算利用這個夏天在此尋找下一部作品的靈感。然而，愈深入這個小鎮，安東尼奧卻愈感覺到事情有些不對勁。鎮上先是遇到瞎眼的婆婆、瘸腳的管家，傳說這個小鎮受到詛咒，世世代代的村民天生缺陷與殘疾。還有戴著神祕面具的小女孩、總是欲言又止的房仲，豪宅似乎隱藏著什麼秘密。夜晚不時傳來的鬼哭狼嚎，讓他的精神瀕臨崩潰，循著聲音而去，卻發現村民們的共同秘密：森林深處的小屋中竟囚著一名智能明顯不足的畸形男子。直到篝火之夜，一樁殘酷的分屍案即將為表面平靜的小鎮，掀起一場腥風血雨。何為現實？何為小說？漸漸地現實與小說之間的界線也愈來愈模糊...【關於電影】西班牙金獎小說改編，打破真實與虛構的界線本片改編自西班牙同名暢銷懸疑小說，結合古老傳說、驚悚、謎團、兇案，以及愛情與成長等元素，燒腦的情節在現實與虛構之間來回交錯，讓觀眾不到最後一刻都難以看清事情的全貌。本片劇本由原作小說家桑德拉加西亞涅托親自改編，將紙上的故事完整搬上大銀幕。西班牙影評更盛讚本片宛如羅曼波蘭斯基遇上史丹利庫柏力克，成功將一名瀕臨崩潰的小說家內心世界具像化呈現。作為女導演瑪卡蕾娜阿斯托加的首部劇情長片，本片卡司也相當亮眼，不僅找來西班牙知名男星哈維爾雷伊飾演主角安東尼奧，更請來西班牙實力派花旦帕姿薇格共同演出。帕姿薇格形容：「《蝸牛之家》不只是一個關於成長的故事，也反映出人心深藏許久的創傷和黑暗面，以及提醒我們認清生而在世，還有很多超出我們能力、理解範圍的事物存在。」男主角哈維爾也坦言，「片中的每個角色幾乎都有著一段不堪的過去，以及企圖隱藏的真相，這是一個非常豐富又能反映真實人性的故事。」疫情下的未知旅程，西班牙解封後首批上映的電影之一本片於西班牙疫情期間拍攝，是首批參照防疫指南拍攝的電影，同時也是西班牙戲院解封後第一波上映的電影之一。劇組每天連續戴著好幾個小時口罩、維持在安全社交距離的情況之下拍攝，男主角哈維爾表示「《蝸牛之家》堪稱在史上最艱難的時刻所完成的。」導演瑪卡蕾娜阿斯托加也坦言，面對未知的疫情，拍攝這部電影的過程就像是在經歷一段未知的旅程，「在疫情期間完成電影，這種感覺就和《蝸牛之家》的主人翁安東尼奧一樣，你永遠不知道等在前方的危機是什麼，只能硬著頭皮往前走。」全片都在導演的家鄉馬拉加拍攝，劇組團隊成員也大多是她從第一部短片作品，便開始合作的夥伴，對於本片得以順利完成、放映，她表示自己實在非常感激。而本片也於馬拉加國際影展首映後，得到高度好評。本片製片團隊更形容：「無庸置疑地，在《蝸牛之家》的問世之後，瑪卡蕾娜阿斯托加將成為西班牙最具指標性的類型片導演之一！」
223,變調的灰姑娘,懸疑/驚悚,2021-08-27,★日本新銳導演渡部亮平編導 蔦屋書店原創故事企劃大賽得獎作品 ★《今際之國的闖關者》甜美女星土屋太鳳X《大叔的愛》實力派人氣男星田中圭首度同台聯手上演暗黑童話戲碼★看似乖巧的女人卻引發震撼社會的暴力事件？顛覆三觀的衝擊性結局挑戰你的道德底線★當落魄女遇上完美男人看似如灰姑娘童話般的幸福故事竟是一切不幸的開始？小春（土屋太鳳飾）是一個在市政府工作的普通職員，她在一夜之間經歷了接二連三的不幸，祖父病倒被送進醫院，父親因醉酒駕駛被捕，自己的家竟起火，之後更發現自己的戀人和同事有外遇。面對這樣的打撃，某天她遇上了一位育有一女的完美男士大悟(田中圭飾)後，生活開始有了轉變。然而看似幸福的背後，卻有著難以預料的可怕事情即將發生。
224,噤界II,懸疑/驚悚,2021-08-25,故事承接上一集，家裡發生意外之後，一家人（艾蜜莉布朗、諾亞朱佩、米莉森西蒙斯）現在必須去面對外界未知的恐怖世界，繼續為了生存而努力噤聲。他們迫使冒險踏入全新未知的地方，但很快就意識到，那些透過聲音來狩獵的生物並不是潛伏在沙子路上的唯一威脅。
225,咒術屍戰,懸疑/驚悚,2021-08-20,★《屍速列車》導演延尚昊企畫編劇×《冠軍大叔》導演金容完再次聯手，打造更浩大的活死人世界觀！★話題驚悚恐怖電視劇《謗法》打破電視尺度躍上大銀幕，展開更激烈的正邪對決！★《寄生上流》發行商×《鬼怪》製作公司斥資1.7億台幣推出活屍巨作！★《寄生上流》鄭知蘇×《偷天對決》嚴志媛合力對抗最強活死人大軍！★「謗法」意指誹謗正法…「謗法師」會以詛咒方式傷害他人，甚至造成死亡…★甦醒的屍體「在此矣」大開殺戒！在殺人案現場發現了被害者與嫌犯的遺體，然而嫌犯早已在三個月前死亡，這令警方陷入混亂。另一方面，追查懸疑事件的記者林珍熙（嚴志媛飾）在廣播節目中，接到自稱是殺人案真凶的電話，對方表示想在直播中接受專訪。警方與網友們都十分關注林珍熙記者的直播節目，專訪當天現身的嫌犯預告甦醒的屍體「在此矣」，將再犯下三起殺人案……預告殺人的那天，出現了龐大的「在此矣」活死人軍團，開始無差別攻擊民眾，警方出動所有警力也束手無策，究竟操控這些活屍的幕後主使者是誰？阻止他們唯一的「謗法」即將到來！
226,詭老,懸疑/驚悚,2021-07-30,獨具遠見的導演奈沙馬蘭將推出一部令人不寒而慄、疑雲重重的全新驚悚片，故事描述一個家庭前往熱帶地帶度假時，發現他們才剛在夏日海灘放鬆了幾個小時，竟然就迅速衰老，在一天內過完他們的一生。這部電影豪華的國際化卡司陣容包括金球獎得主蓋爾賈西亞貝納（亞馬遜影集《叢林中的莫札特》）、維琪克雷普（《霓裳魅影》）、魯夫斯席威爾（亞馬遜影集《高堡奇人》）、梁肯（《STARWARS：原力覺醒》）、妮基阿姆卡伯德（《朱比特崛起》）、艾碧李（HBO影集《逃出絕命村》）、亞倫皮爾（Syfy頻道影集《超人前傳》）、艾力克斯爾沃夫（《宿怨》）、安貝絲戴維茲（《龍紋身的女孩》）、艾莉莎斯坎倫（《她們》）、伊蒙艾略特（《STARWARS：原力覺醒》）、凱瑟琳查芬特（Showtime影集《婚外情事》）以及湯瑪遜麥肯錫（《兔嘲男孩》）。《詭老》一片由BlindingEdgePictures製作，奈沙馬蘭自編自製自導，他的劇本改編自皮耶奧斯卡李維及弗雷德里克彼得斯著作之圖像小說《沙堡》。這部電影的製片是艾希文拉傑（《異裂》、《分裂》）及馬克賓斯托克（《異裂》、AppleTV+影集《靈異女僕》），執行製片則是史蒂文施奈德。
227,失控的審判,懸疑/驚悚,2021-07-14,★真實故事改編《紐約時報》暢銷回憶錄《我在關塔那摩的日子》★金球獎入圍最佳戲劇類男主角X最佳戲劇類女配角 ★茱蒂佛斯特X塔哈拉辛X雪琳伍德利X班尼狄克康柏拜區X柴克萊威 演技派巨星同台飆戲挑戰爭議度極高的敏感劇情★無審判、無起訴卻遭拘捕？！一本日記揭露美國軍事監獄裡不可告人的恐怖陰謀！★險惡體制VS人性關懷為了司法正義勇敢奮戰的故事在德國工作的穆罕莫杜薩拉希(塔哈拉辛飾)因被懷疑與蓋達組織聯繫，遭到拘捕、審問及釋放，2001年某天出門後，就再也沒有回家。經過不斷的移送，在沒有審判和起訴的程序之下，穆罕莫杜被送往美軍關塔那摩灣監獄，飽受各種折磨。在萬念俱灰之下，辯護律師南西霍蘭德(茱蒂佛斯特飾)和她的助手特里鄧肯(雪琳伍德利飾)與他成了盟友，一同追求司法正義，過程中卻面臨重重阻礙。他們充滿爭議的倡議，以及軍事檢察官斯圖亞特庫奇(班尼狄克康柏拜區飾)中校發現的證據，最終揭露了一個震撼又龐大的陰謀。
228,死亡漩渦：奪魂鋸新遊戲,懸疑/驚悚,2021-07-13,★　影史虐殺經典全球狂砍數百億票房拼圖殺人魔回來了！  ★ 全新遊戲規則嗜血狂歡派對再創驚悚新鋸點 ★《奪魂鋸》系列導演操刀X恐怖大師溫子仁監製★ ㄇㄉㄈㄎ！「神盾局長」加入奪魂鋸宇宙最強嘴砲VS虐殺機關 ★《亞當等大人》克里斯洛克X《復仇者聯盟》山繆傑克森X《河谷鎮》莫妮索尼可拉斯X  　　《使女的故事》麥克思明格拉華麗卡司濺血大銀幕老鳥警探（山繆傑克森飾）帶領警探（克里斯洛克飾）調查慘絕人寰的連續殺警案，關於「拼圖殺人魔」重出江湖的傳言，再度勾起所有人心中的恐懼。這次新的遊戲規則，似乎直衝著警察而來。每個命案現場留下的「死亡漩渦」，將把他們捲進難以抽身的血腥深淵之中……。
229,操控,懸疑/驚悚,2021-05-07,★《危機倒數》金獎團隊打造最強驚悚鉅作，逆轉結局讓你無法喘息！★奧斯卡影帝凱西艾佛列克全新心理驚悚懼作，繼《控制》後又一致命心計遊戲！★三大好萊塢實力派巨星同台飆演技，山姆克拉弗林一反深情形象再創演技高峰！致命誘惑遊戲，步步陷入險境…一名埋首工作的心理醫生菲利浦（凱西艾佛列克飾），在他的病患跳樓自殺後，生活陷入混亂，職業生涯也面臨挑戰。此時，這名自殺病患的哥哥詹姆士（山姆克拉弗林飾）意外地登門到訪，在一頓善意的晚餐過後，菲利浦卻發覺詹姆士開始與妻子（蜜雪兒摩納漢飾）及女兒（英迪雅艾斯利飾）之間皆展開過從甚密的關係，究竟這一切是他預設好的控制遊戲？還是別有用心的精心佈局…？
230,歡樂好聲音2,喜劇,2021-12-31,今年年底佳節，照明娛樂全球賣座動畫電影系列的全新篇章即將展開，有更偉大的夢想和更多超夯流行金曲。野心勃勃的無尾熊巴斯特穆恩，以及他旗下的全明星動物藝人，即將呈獻史上最華麗耀眼的舞台大秀…而且是在絢爛奪目的世界娛樂之都舉行。但是有一個難關：他們必須先說服全世界最孤僻的搖滾巨星－由音樂傳奇人物波諾首度為動畫片獻聲演出－加入他們的表演行列。巴斯特（金獎影帝馬修麥康納配音）以及他旗下的藝人將他的新穆恩劇院，轉變成當地最火紅的表演場地，但是他現在有一個更大的野心，那就是在光芒萬丈的紅灘市的克里斯托塔劇院，舉辦一場全新歌舞大秀的首演會。完全沒有任何娛樂圈的人脈可言，巴斯特和他旗下的藝人－包括總是憂心忡忡的豬媽媽蘿希坦（金獎影后瑞絲薇斯朋配音）、搖滾女豪豬愛希（史嘉蕾喬韓森配音）、認真努力的大猩猩強尼（泰隆艾格頓配音）、內向害羞的大象米娜（托蕾凱莉配音），當然還有愛現豬仔剛特（尼克克羅爾配音）－必須偷偷溜進由一匹冷血無情的娛樂大亨野狼吉米克里斯托（艾美獎得主巴比卡納佛配音）一手打造經營，舉世聞名的克里斯托娛樂公司的辦公室。為了得到克里斯托先生的注意被逼到狗急跳牆的剛特，突然靈光一閃，給了巴斯特一個超浮誇的點子，巴斯特也逼不得已採用了這個點子，那就是向克里斯托先生掛保證，他們全新的歌舞大秀將由傳奇搖滾獅子歌王柯雷卡洛威（波諾配音）領銜主演。但問題是，巴斯特從來沒見過柯雷，而且這名傳奇搖滾歌王早就在十幾年前，因為痛失愛妻從音樂界引退，獨自隱居了十幾年，再也沒有人見過他。當剛特正在幫助巴斯特設計出一場舉世無雙的舞台歌舞秀經典傑作，來自克里斯托先生的壓力（以及可怕的威脅）也越來越大，巴斯特就展開一場尋找傳奇搖滾獅子歌王柯雷卡洛威的大冒險，希望能夠說服他重返舞台。原本只是巴斯特想要揚名立萬的春秋大夢，卻轉變成一個現代寓言，提醒了每一個人，音樂的力量強大到足以療癒一顆最悲傷破碎的心。【關於電影】《歡樂好聲音2》一片由知名導演葛斯詹寧斯回鍋擔任編劇及導演，除了波諾和巴比卡納佛負責配音的全新角色以外，其他全新角色的配音演員還包括樂壇超級巨星菲董和海爾希，《黑豹》女星莉蒂西亞萊特，以及喜劇演員艾瑞克安德烈和雀兒喜柏瑞蒂。這部動畫喜劇歌舞片的製片則是具有獨到遠見的照明娛樂創辦人和執行長克里斯梅勒丹德利，以及珍妮特希利。《歡樂好聲音2》一片融合了幾十首經典搖滾及流行超夯金曲、火花四射的精采表演、美得令人屏息的華麗舞台，以及照明娛樂招牌的搞笑風格和暖心故事，將會是今年底最激勵人心且看完心情愉悅的電影。
231,寶貝老闆：家大業大,喜劇,2021-09-17,在夢工廠動畫入圍奧斯卡金像獎的賣座動畫片《寶貝老闆》續集電影《寶貝老闆：家大業大》一片中，天普頓兄弟－提姆（《X戰警》系列電影詹姆斯馬斯登配音）和他的寶貝老闆小弟弟泰德（亞歷鮑德溫配音）－早已長大成人並且漸行漸遠。提姆已經結婚生子，而且是一個家庭主夫，泰德則是一家避險基金公司的執行長。但是一個作風強勢、積極主動的全新寶貝老闆，即將把這對兄弟再湊在一起，並且啟發他們建立全新的家族事業。提姆和他負責賺錢養家的老婆卡蘿（伊娃朗格利亞配音），和他們超級聰明的七歲大女兒泰貝莎（《復仇者聯盟3：無限之戰》雅瑞安娜葛林布雷配音），以及萌翻天的新生寶貝女嬰蒂娜（Netflix動畫喜劇影集《馬男波傑克》艾米塞德麗絲配音）住在郊區。泰貝莎是A咖高級童年學習中心的資優生，她超崇拜她的泰德叔叔，更希望以後能跟他一樣當個霸氣老闆，但是提姆的內心卻仍然充滿過度活躍的童年想像力，而且擔心她會變成一個工作狂，反而會失去度過一個快樂童年的機會。當小寶寶蒂娜透露她是－登登！－寶貝公司的頂尖特工，正在執行一場任務，目的是揭發泰貝莎就讀的學校，以及其神秘創辦人爾文阿姆斯壯（傑夫高布倫配音）的黑暗內幕，這部續集電影就將以出乎意料的方式讓天普頓兄弟再度攜手合作，使得他們重新評估家庭的意義，並且發掘真正重要的事情。麗莎庫卓與吉米金莫則再度為泰德和提姆的父母配音。建立在第一部電影締造全球超過五億美元的亮眼票房成績之上，導演湯姆麥葛瑞斯再度執導《寶貝老闆：家大業大》這部續集電影，製片則是傑夫赫爾曼（《功夫熊貓3》）。
